type,react_date,post_id,user_id
Like,1588164864,5679,592
Emoticon,1588166166,736,232
Like,1588168219,661,733
Like,1588168779,7190,791
Comment,1588164901,5313,903
Like,1588166005,2466,365
Comment,1588166975,74,484
Like,1588164765,5187,697
Like,1588165493,2974,352
Comment,1588165514,643,672
Emoticon,1588163483,4591,77
Like,1588165995,65,771
Comment,1588166715,711,272
Like,1588166956,66,513
Like,1588168254,516,864
Emoticon,1588163998,8285,306
Emoticon,1588164821,4740,317
Comment,1588165908,642,358
Like,1588168120,724,684
Emoticon,1588164742,1931,403
Like,1588165053,638,115
Like,1588165948,669,777
Comment,1588167815,671,29
Like,1588164304,673,863
Comment,1588166311,645,835
Emoticon,1588162181,4620,768
Like,1588164756,695,452
Like,1588169024,667,197
Like,1588170627,118,35
Comment,1588162280,682,294
Like,1588163312,709,241
Emoticon,1588161850,4264,318
Like,1588164322,729,524
Emoticon,1588163668,653,803
Emoticon,1588165206,718,174
Emoticon,1588162953,700,953
Like,1588165512,8160,546
Like,1588167027,645,587
Like,1588165309,5187,268
Like,1588166119,66,369
Like,1588165108,7378,95
Emoticon,1588162657,69,512
Emoticon,1588168245,1595,22
Like,1588169252,7508,753
Emoticon,1588166494,287,642
Like,1588164325,724,869
Like,1588163764,3558,498
Emoticon,1588167618,661,179
Like,1588162322,1167,981
Like,1588165645,2549,174
Like,1588164788,7378,762
Comment,1588165477,7950,978
Like,1588165091,713,519
Emoticon,1588165541,8948,2
Emoticon,1588165183,8592,820
Emoticon,1588165396,4395,755
Like,1588167897,648,111
Comment,1588167589,703,636
Like,1588161183,8019,962
Comment,1588164719,5313,988
Emoticon,1588163848,7810,983
Comment,1588167235,75,832
Like,1588165098,647,741
Like,1588171211,3558,148
Comment,1588164206,684,843
Comment,1588166159,667,73
Comment,1588165179,2650,216
Emoticon,1588164375,733,763
Like,1588162424,6715,720
Emoticon,1588161735,694,779
Emoticon,1588165877,667,984
Emoticon,1588165011,644,955
Like,1588164426,7738,709
Emoticon,1588170575,719,872
Comment,1588166028,6204,860
Comment,1588169487,2702,470
Emoticon,1588164734,2096,772
Like,1588163812,7816,1000
Like,1588161875,707,786
Emoticon,1588162614,1887,808
Emoticon,1588167528,646,413
Emoticon,1588162251,73,40
Like,1588164266,666,120
Like,1588168919,8948,151
Emoticon,1588163466,4915,249
Like,1588161980,2812,571
Emoticon,1588164763,668,181
Like,1588169404,657,784
Comment,1588167180,684,899
Like,1588162710,676,814
Comment,1588166021,8948,594
Emoticon,1588164927,658,599
Comment,1588171535,683,599
Like,1588164742,683,455
Comment,1588167519,6071,285
Comment,1588167373,661,887
Emoticon,1588167147,2753,442
Comment,1588165195,2753,547
Like,1588164964,655,241
Comment,1588168063,833,157
Comment,1588161899,665,126
Emoticon,1588163653,3611,733
Like,1588168664,1792,762
Emoticon,1588164027,7508,559
Like,1588167301,5313,584
Comment,1588164381,734,101
Comment,1588160696,7045,437
Comment,1588162909,7190,711
Like,1588163745,691,467
Like,1588164560,640,189
Like,1588168882,4160,265
Comment,1588166566,788,235
Comment,1588164367,658,522
Comment,1588164154,2549,207
Like,1588166670,7677,728
Comment,1588167727,700,722
Emoticon,1588165418,5837,398
Emoticon,1588166793,664,878
Like,1588162856,678,627
Like,1588164170,7124,63
Comment,1588166696,8222,574
Emoticon,1588163759,666,746
Comment,1588164811,645,752
Comment,1588164896,652,684
Like,1588166707,3592,359
Comment,1588167671,1518,32
Comment,1588163193,5052,459
Comment,1588162174,7378,715
Emoticon,1588166829,1500,712
Like,1588166875,9087,387
Emoticon,1588160120,729,694
Emoticon,1588164749,727,420
Like,1588167161,9087,346
Like,1588166474,694,822
Like,1588163579,7815,593
Like,1588166580,8592,396
Comment,1588170156,701,62
Like,1588168614,719,458
Like,1588164597,653,771
Comment,1588162164,2792,544
Like,1588165890,717,945
Like,1588164970,651,381
Emoticon,1588163867,2238,564
Emoticon,1588167205,9139,836
Comment,1588165263,4351,832
Emoticon,1588167245,674,228
Comment,1588166612,635,914
Comment,1588162701,672,866
Emoticon,1588168736,667,948
Emoticon,1588166216,6011,957
Comment,1588168649,665,944
Comment,1588165818,727,59
Like,1588164215,722,652
Like,1588165422,7816,322
Emoticon,1588166463,712,353
Like,1588164106,4395,293
Like,1588164586,6890,260
Like,1588161228,4727,50
Comment,1588164431,5837,694
Comment,1588162732,415,290
Comment,1588163308,737,317
Emoticon,1588161070,70,140
Emoticon,1588167247,736,35
Comment,1588162728,2650,174
Comment,1588168225,6525,690
Like,1588164895,8642,454
Emoticon,1588162861,672,265
Like,1588161787,8948,358
Emoticon,1588165718,8285,967
Comment,1588162772,2702,184
Comment,1588161722,713,258
Like,1588167554,2466,537
Emoticon,1588168260,676,824
Comment,1588166557,1616,897
Like,1588163385,74,498
Like,1588160928,639,787
Comment,1588162358,690,726
Comment,1588165623,1167,413
Comment,1588159795,673,601
Emoticon,1588168128,654,546
Like,1588166381,2096,77
Comment,1588165327,6890,538
Comment,1588161991,735,605
Emoticon,1588165555,7814,597
Like,1588165174,8222,341
Like,1588165683,655,756
Comment,1588163887,680,187
Emoticon,1588165325,72,987
Comment,1588168164,2395,593
Emoticon,1588165499,69,325
Emoticon,1588166298,68,432
Like,1588165921,2702,349
Comment,1588163811,7817,57
Emoticon,1588165151,2395,317
Emoticon,1588160211,7814,71
Comment,1588166228,808,568
Comment,1588166880,8592,124
Comment,1588163334,9087,981
Like,1588166503,75,456
Like,1588160852,2974,836
Comment,1588164297,5164,598
Like,1588163978,657,176
Comment,1588168388,649,412
Emoticon,1588164591,4902,538
Emoticon,1588165230,725,260
Comment,1588167220,703,645
Emoticon,1588167508,700,887
Emoticon,1588167328,690,346
Like,1588165218,4423,877
Comment,1588164026,7814,144
Comment,1588164549,6572,65
Comment,1588165890,689,992
Emoticon,1588166270,74,750
Comment,1588165889,5313,196
Like,1588161185,658,312
Emoticon,1588167051,2771,493
Like,1588164639,646,986
Emoticon,1588163962,4423,545
Comment,1588164794,5249,900
Emoticon,1588166153,4740,341
Emoticon,1588167028,788,744
Emoticon,1588161695,651,943
Comment,1588162347,70,75
Emoticon,1588165359,672,557
Emoticon,1588167002,7814,439
Emoticon,1588166393,7604,111
Emoticon,1588165676,8727,142
Like,1588167397,1518,685
Comment,1588164739,725,896
Emoticon,1588163628,642,24
Emoticon,1588166719,5837,670
Like,1588166836,5921,375
Like,1588163378,663,862
Like,1588166359,7508,72
Like,1588167076,720,149
Emoticon,1588167086,2974,988
Like,1588163747,694,452
Like,1588165706,678,488
Like,1588165710,8647,848
Like,1588166324,8948,849
Emoticon,1588165310,657,343
Comment,1588165593,649,19
Comment,1588166905,716,725
Like,1588164793,699,315
Emoticon,1588163993,8019,818
Emoticon,1588166161,671,71
Like,1588164274,4273,661
Like,1588164107,3753,460
Like,1588161968,2466,736
Like,1588163624,7816,713
Like,1588165303,634,605
Comment,1588168100,6204,292
Emoticon,1588166400,2238,586
Like,1588165967,710,20
Like,1588162692,8727,661
Like,1588169961,2792,987
Comment,1588164530,667,671
Emoticon,1588160114,7124,667
Emoticon,1588161410,4591,485
Like,1588164813,3390,532
Comment,1588166818,680,188
Comment,1588165159,7508,359
Emoticon,1588168712,658,726
Like,1588163756,7378,314
Emoticon,1588165158,666,786
Like,1588165333,7813,383
Like,1588162389,2957,205
Like,1588163484,660,593
Like,1588164224,713,388
Comment,1588166517,661,184
Emoticon,1588167256,516,544
Like,1588162529,691,309
Comment,1588165993,736,264
Comment,1588164743,658,815
Emoticon,1588163498,686,9
Like,1588167903,2771,824
Like,1588164427,66,504
Emoticon,1588166766,2105,760
Emoticon,1588167393,6715,706
Comment,1588164206,2792,289
Emoticon,1588165466,676,934
Like,1588167266,711,419
Like,1588164641,7738,536
Comment,1588163447,7821,700
Comment,1588166127,674,99
Emoticon,1588163119,7816,817
Emoticon,1588163683,671,948
Like,1588162948,4351,390
Comment,1588166459,710,905
Like,1588163829,648,720
Like,1588169822,8948,385
Emoticon,1588163951,2141,511
Comment,1588167659,6204,593
Comment,1588166907,17,190
Emoticon,1588166768,713,186
Comment,1588163898,714,345
Comment,1588166483,67,140
Like,1588166831,6944,5
Like,1588162496,641,982
Comment,1588165389,1509,927
Like,1588169131,4620,328
Comment,1588165077,692,551
Like,1588161476,689,908
Comment,1588164458,702,354
Comment,1588165009,2105,835
Like,1588162211,6715,899
Comment,1588165239,2702,835
Like,1588162682,716,612
Emoticon,1588162571,639,6
Comment,1588166201,668,371
Comment,1588165412,684,927
Like,1588167965,7124,512
Comment,1588163359,5052,209
Like,1588166588,3808,450
Like,1588165199,8948,863
Like,1588167465,415,811
Emoticon,1588162560,715,652
Like,1588164975,4915,847
Comment,1588165933,1603,69
Emoticon,1588165623,1603,299
Like,1588165651,8682,225
Like,1588169226,2771,960
Comment,1588167176,7215,859
Emoticon,1588164267,710,33
Comment,1588163923,696,3
Like,1588164084,4915,297
Like,1588162668,3402,891
Emoticon,1588161121,8285,354
Comment,1588167210,2974,464
Like,1588166482,5249,535
Emoticon,1588163815,5921,11
Like,1588164256,2771,419
Like,1588166932,722,402
Comment,1588165237,3611,472
Comment,1588163708,4018,319
Like,1588165088,655,324
Comment,1588166854,676,36
Comment,1588163206,67,604
Emoticon,1588164551,3753,194
Like,1588163812,636,646
Like,1588164319,7814,575
Like,1588167521,7215,475
Like,1588163308,6011,580
Emoticon,1588165525,634,718
Emoticon,1588163866,2105,786
Comment,1588168355,658,883
Like,1588166589,2930,932
Like,1588162731,7813,96
Comment,1588165372,7378,549
Like,1588164959,701,38
Comment,1588165236,689,550
Emoticon,1588165329,4264,238
Emoticon,1588171016,808,506
Comment,1588165800,730,815
Emoticon,1588167342,729,535
Comment,1588165662,673,695
Like,1588163727,3402,843
Like,1588165314,665,921
Comment,1588163247,2395,250
Like,1588163817,6944,523
Comment,1588163785,4351,24
Like,1588163070,9139,466
Like,1588165098,73,86
Comment,1588166135,7190,858
Emoticon,1588162459,647,247
Comment,1588166464,716,548
Like,1588166792,635,538
Like,1588169452,683,842
Comment,1588166247,638,666
Emoticon,1588163569,671,427
Comment,1588165237,7677,39
Comment,1588163919,698,710
Comment,1588166202,2466,831
Comment,1588165804,642,197
Emoticon,1588164446,665,478
Comment,1588167546,3753,580
Comment,1588165854,1518,518
Comment,1588166856,8019,20
Comment,1588164584,2812,835
Like,1588163238,656,910
Like,1588162114,663,786
Emoticon,1588167067,692,53
Emoticon,1588162545,675,702
Like,1588164575,721,485
Comment,1588166260,730,585
Emoticon,1588164915,659,811
Comment,1588162105,731,959
Emoticon,1588166110,4742,421
Comment,1588167169,5187,960
Comment,1588165686,65,255
Comment,1588167637,697,60
Like,1588165637,75,19
Comment,1588167356,702,42
Emoticon,1588166680,8592,735
Like,1588163887,714,337
Comment,1588166287,465,31
Emoticon,1588167053,2395,893
Comment,1588165076,5013,738
Comment,1588164053,693,376
Like,1588163796,1509,103
Emoticon,1588168130,677,769
Emoticon,1588162495,2466,700
Comment,1588164284,2466,506
Like,1588164789,657,642
Emoticon,1588168596,66,440
Like,1588166321,665,371
Like,1588166194,705,326
Emoticon,1588166322,659,884
Emoticon,1588165069,642,605
Like,1588165374,70,750
Like,1588162150,678,625
Emoticon,1588164273,661,301
Emoticon,1588168380,1074,298
Like,1588164930,684,286
Comment,1588164393,714,609
Comment,1588163946,6011,631
Like,1588162838,689,277
Emoticon,1588168388,4423,227
Emoticon,1588164572,1500,277
Comment,1588165131,2096,639
Emoticon,1588163714,698,307
Emoticon,1588166398,4395,980
Comment,1588163370,3753,238
Like,1588168027,725,84
Like,1588164180,695,659
Emoticon,1588167582,1616,95
Like,1588164428,695,761
Like,1588162391,7604,90
Like,1588161237,7124,139
Emoticon,1588165592,73,822
Like,1588166806,5521,269
Comment,1588158696,674,528
Emoticon,1588165812,644,340
Comment,1588164850,4264,866
Emoticon,1588166507,688,687
Emoticon,1588167720,711,356
Comment,1588166225,2400,807
Emoticon,1588164615,71,900
Comment,1588167263,669,57
Emoticon,1588162099,70,846
Emoticon,1588163076,3611,345
Like,1588163344,1074,363
Comment,1588164877,75,321
Emoticon,1588165274,2753,444
Like,1588161291,9139,306
Like,1588169869,653,155
Emoticon,1588165649,4351,972
Emoticon,1588167434,7604,388
Comment,1588166570,73,204
Comment,1588163590,5521,885
Emoticon,1588163559,728,800
Emoticon,1588164037,7045,725
Emoticon,1588168858,5164,746
Emoticon,1588165844,7045,256
Like,1588161408,2473,125
Like,1588163450,1074,522
Like,1588164328,8592,151
Emoticon,1588162319,634,715
Comment,1588161414,2963,446
Like,1588163347,661,840
Comment,1588163221,706,971
Comment,1588166310,731,495
Emoticon,1588168005,690,194
Comment,1588164912,717,764
Comment,1588166434,673,599
Like,1588164663,3808,350
Emoticon,1588167038,4727,314
Like,1588168836,2473,474
Emoticon,1588164653,465,551
Like,1588165479,1440,748
Emoticon,1588165153,704,734
Comment,1588162988,667,610
Like,1588165734,7816,794
Comment,1588167607,636,772
Comment,1588164171,698,604
Emoticon,1588164687,2096,299
Emoticon,1588163542,677,536
Emoticon,1588166957,7821,706
Like,1588165082,5521,819
Like,1588166952,701,686
Emoticon,1588164832,1931,355
Emoticon,1588164326,5164,742
Like,1588166270,1167,97
Comment,1588162984,700,673
Comment,1588167882,2395,932
Comment,1588163765,702,194
Emoticon,1588165736,833,682
Comment,1588168690,698,621
Comment,1588165947,5164,427
Emoticon,1588166615,5164,412
Comment,1588163446,118,630
Like,1588164337,655,343
Emoticon,1588166706,1603,836
Emoticon,1588166204,1603,533
Emoticon,1588162512,8222,20
Like,1588167987,5313,748
Comment,1588162426,3741,220
Emoticon,1588165574,5013,738
Like,1588167095,2650,186
Comment,1588163824,4351,484
Like,1588164680,668,405
Comment,1588166014,4727,184
Emoticon,1588165493,700,378
Comment,1588167396,5145,752
Emoticon,1588162347,8682,534
Like,1588162112,68,929
Emoticon,1588167217,2963,854
Emoticon,1588161067,727,756
Comment,1588163560,684,659
Emoticon,1588162891,693,409
Comment,1588165720,4395,869
Comment,1588167874,682,580
Comment,1588168241,687,791
Like,1588164802,635,999
Emoticon,1588169677,6988,491
Like,1588164984,2963,716
Emoticon,1588161990,2702,497
Comment,1588166092,2395,492
Emoticon,1588164151,680,76
Like,1588162783,6890,652
Like,1588164265,7812,853
Comment,1588165289,4018,584
Emoticon,1588166981,664,142
Emoticon,1588165156,641,55
Like,1588163633,4591,309
Like,1588165250,668,175
Comment,1588167761,655,245
Comment,1588166466,5837,856
Like,1588167469,638,892
Comment,1588165486,287,563
Comment,1588163796,692,431
Emoticon,1588159468,702,895
Like,1588165689,4423,515
Comment,1588166016,663,969
Like,1588166443,653,496
Comment,1588168545,3558,725
Like,1588165196,5837,659
Like,1588160927,3558,361
Like,1588169706,7677,311
Comment,1588165869,725,850
Like,1588166654,690,400
Comment,1588167255,666,485
Emoticon,1588164378,4160,896
Like,1588164447,2792,388
Like,1588162992,75,789
Like,1588165635,5145,359
Like,1588165381,5679,629
Emoticon,1588166593,2963,199
Comment,1588166628,7124,657
Like,1588163730,808,722
Comment,1588167223,639,959
Emoticon,1588165917,69,267
Emoticon,1588164895,2792,353
Comment,1588167849,5187,176
Comment,1588163481,4742,99
Emoticon,1588167050,7215,887
Comment,1588164470,686,902
Comment,1588162008,7045,117
Emoticon,1588162857,7950,881
Like,1588158431,722,554
Like,1588165632,5313,564
Like,1588167026,1167,159
Comment,1588162348,711,311
Like,1588166290,1074,49
Emoticon,1588166632,8285,710
Emoticon,1588163541,674,160
Like,1588164667,73,496
Like,1588164363,679,893
Like,1588163901,75,641
Like,1588161905,5837,36
Like,1588161022,73,99
Comment,1588159719,8727,597
Emoticon,1588169266,676,121
Comment,1588165601,4423,882
Comment,1588163651,649,379
Emoticon,1588166518,4915,501
Like,1588161484,658,329
Like,1588161606,66,232
Like,1588164606,659,186
Emoticon,1588164266,6890,646
Comment,1588162758,717,958
Emoticon,1588164719,667,497
Comment,1588165191,8682,436
Emoticon,1588169230,721,794
Like,1588163057,714,358
Like,1588163688,8729,251
Emoticon,1588165649,711,400
Comment,1588166317,7738,481
Comment,1588165000,7738,813
Like,1588164203,642,424
Comment,1588168302,833,246
Emoticon,1588162762,646,6
Emoticon,1588167022,3741,673
Like,1588161331,640,914
Like,1588169951,74,70
Comment,1588168122,644,653
Comment,1588167259,668,119
Emoticon,1588168090,2812,640
Like,1588163750,703,275
Comment,1588163584,8592,19
Emoticon,1588168108,727,825
Emoticon,1588167083,659,48
Comment,1588162214,2105,197
Emoticon,1588164334,724,72
Comment,1588167218,4423,209
Comment,1588163420,6525,874
Comment,1588165392,700,313
Like,1588167497,674,397
Like,1588167026,7814,576
Comment,1588166453,678,44
Emoticon,1588166899,6944,502
Emoticon,1588168140,708,33
Comment,1588165994,8222,55
Emoticon,1588162402,65,46
Like,1588165670,723,312
Comment,1588166048,637,503
Emoticon,1588169833,646,969
Emoticon,1588169118,516,187
Comment,1588163606,700,367
Emoticon,1588166480,4620,416
Emoticon,1588163209,678,829
Emoticon,1588166117,733,879
Emoticon,1588165890,75,211
Comment,1588166298,4264,10
Like,1588168188,5837,14
Emoticon,1588163953,672,722
Emoticon,1588163544,679,284
Comment,1588165194,689,911
Emoticon,1588171298,702,747
Comment,1588164085,9139,138
Like,1588164974,1946,32
Emoticon,1588165350,717,106
Comment,1588164733,3402,412
Comment,1588160812,6944,27
Like,1588166217,7378,17
Comment,1588168647,5521,123
Comment,1588163801,71,289
Like,1588166576,721,404
Emoticon,1588164071,659,284
Like,1588165603,653,975
Emoticon,1588166157,660,39
Like,1588166441,7814,274
Comment,1588165892,287,560
Like,1588165351,666,82
Like,1588164660,9139,820
Emoticon,1588167900,6525,558
Comment,1588168481,8729,519
Emoticon,1588165831,671,856
Like,1588164670,1603,352
Like,1588164512,667,219
Comment,1588163691,6944,183
Comment,1588165575,8727,879
Emoticon,1588164137,683,748
Comment,1588163895,2771,201
Emoticon,1588163662,634,444
Comment,1588163012,75,760
Like,1588162201,4264,992
Like,1588162909,7812,412
Emoticon,1588160446,4018,907
Emoticon,1588166738,8160,442
Comment,1588164824,7811,294
Emoticon,1588167370,657,194
Comment,1588166852,6944,718
Comment,1588166257,6572,398
Emoticon,1588166429,734,193
Emoticon,1588166807,7045,130
Like,1588161620,652,717
Like,1588162217,724,522
Comment,1588162968,693,158
Comment,1588162198,2141,23
Emoticon,1588164013,724,98
Comment,1588166514,704,770
Like,1588166986,667,158
Emoticon,1588164064,691,67
Comment,1588163176,7215,867
Like,1588165639,1509,519
Comment,1588165976,676,663
Emoticon,1588169511,655,680
Like,1588166094,1603,604
Comment,1588167120,718,948
Like,1588164520,654,362
Comment,1588165308,7241,454
Emoticon,1588164291,711,125
Like,1588164275,679,324
Emoticon,1588168181,6944,410
Like,1588167369,3558,469
Comment,1588166402,722,94
Like,1588161321,4750,897
Emoticon,1588164783,665,428
Emoticon,1588163122,726,93
Comment,1588163885,3611,382
Emoticon,1588166309,700,534
Emoticon,1588163621,4273,641
Comment,1588162891,691,758
Comment,1588164965,666,975
Emoticon,1588164500,8285,756
Comment,1588166685,465,751
Like,1588162506,2792,58
Emoticon,1588166761,666,484
Like,1588164041,5249,330
Like,1588167023,74,194
Emoticon,1588165344,8682,711
Comment,1588166503,735,896
Like,1588162635,1887,541
Like,1588165920,700,270
Comment,1588165049,7813,330
Like,1588167003,3390,28
Like,1588165222,706,416
Emoticon,1588167810,4750,481
Like,1588165868,726,859
Emoticon,1588167197,8222,566
Emoticon,1588164623,1074,219
Emoticon,1588163909,65,269
Like,1588166252,764,333
Like,1588161628,695,353
Emoticon,1588167925,5837,495
Comment,1588162953,1167,703
Emoticon,1588160137,690,695
Comment,1588166637,17,255
Like,1588166195,642,180
Emoticon,1588164091,8160,645
Comment,1588164849,4727,709
Emoticon,1588167582,72,587
Emoticon,1588167016,694,755
Emoticon,1588168315,638,60
Like,1588166030,708,292
Comment,1588163792,2650,878
Like,1588165945,680,480
Emoticon,1588165538,680,112
Comment,1588165799,645,227
Comment,1588161189,663,152
Emoticon,1588164132,7811,374
Emoticon,1588165330,8647,262
Emoticon,1588164952,653,903
Comment,1588165538,4727,400
Comment,1588167719,4742,864
Emoticon,1588167867,704,576
Emoticon,1588162174,2702,261
Like,1588165098,4740,416
Like,1588165076,7815,921
Comment,1588163890,714,891
Like,1588161613,1603,132
Emoticon,1588165270,6890,578
Like,1588164034,673,823
Emoticon,1588164756,677,679
Comment,1588164911,671,702
Comment,1588160325,703,87
Comment,1588170374,6007,749
Comment,1588167705,660,251
Like,1588166716,4742,442
Comment,1588161881,643,989
Comment,1588166526,6525,13
Emoticon,1588167014,712,523
Comment,1588165360,6525,107
Emoticon,1588168899,648,158
Comment,1588166101,634,188
Comment,1588163418,654,436
Comment,1588162453,657,469
Comment,1588165826,674,984
Emoticon,1588165719,644,282
Like,1588165681,655,355
Comment,1588167268,6944,662
Emoticon,1588163218,636,994
Comment,1588163991,6715,26
Emoticon,1588163639,670,210
Emoticon,1588166426,1946,523
Comment,1588166962,3741,99
Like,1588165482,7821,852
Emoticon,1588162799,726,362
Like,1588163458,1595,488
Emoticon,1588169028,675,544
Like,1588168638,635,607
Comment,1588165174,5837,699
Like,1588164238,833,325
Comment,1588166471,7215,808
Comment,1588164451,5187,889
Like,1588163694,645,59
Like,1588166273,764,315
Like,1588163303,642,814
Like,1588165254,9139,419
Emoticon,1588161258,3558,996
Like,1588165311,640,893
Like,1588164813,788,857
Like,1588163065,6944,273
Emoticon,1588167204,6525,7
Emoticon,1588165157,70,468
Comment,1588165758,705,295
Comment,1588161612,2466,813
Comment,1588164543,641,757
Comment,1588166870,516,155
Like,1588167193,692,386
Emoticon,1588165371,687,108
Like,1588162797,65,508
Like,1588166170,6944,357
Like,1588166350,7811,280
Like,1588165632,682,191
Emoticon,1588166847,7817,62
Emoticon,1588164417,636,749
Comment,1588168992,709,920
Like,1588165228,658,623
Comment,1588165903,6572,356
Emoticon,1588165394,703,664
Comment,1588160484,737,823
Like,1588165022,702,172
Comment,1588162773,728,541
Comment,1588169101,682,823
Like,1588167121,788,666
Like,1588166779,737,795
Emoticon,1588161332,732,214
Like,1588163602,1887,690
Emoticon,1588164317,697,349
Comment,1588164985,6204,175
Like,1588161473,695,333
Emoticon,1588166685,3390,217
Comment,1588161719,684,26
Like,1588167275,723,440
Emoticon,1588163933,5013,689
Emoticon,1588168158,2650,208
Comment,1588162415,2650,93
Like,1588164880,5249,896
Comment,1588162072,2141,187
Like,1588161789,6944,81
Emoticon,1588168646,677,694
Comment,1588169599,2771,371
Comment,1588164409,69,307
Comment,1588169530,720,834
Like,1588163321,671,189
Like,1588164843,6007,5
Emoticon,1588163194,642,71
Emoticon,1588167747,724,572
Like,1588170444,8019,190
Emoticon,1588168031,7812,671
Emoticon,1588166650,5164,459
Emoticon,1588166083,636,728
Comment,1588167342,702,398
Emoticon,1588164051,1518,102
Like,1588166772,732,648
Like,1588162846,4018,446
Like,1588168411,703,822
Like,1588165088,661,779
Comment,1588165816,712,374
Emoticon,1588168173,6572,114
Comment,1588168826,5249,459
Comment,1588166804,7045,768
Like,1588160982,5052,456
Like,1588160500,657,902
Emoticon,1588168834,3611,383
Like,1588161739,2812,722
Emoticon,1588164913,1792,729
Comment,1588165892,637,630
Like,1588167880,6890,735
Emoticon,1588162440,690,381
Like,1588163744,7950,391
Emoticon,1588166402,705,482
Emoticon,1588161473,729,233
Comment,1588163242,7270,192
Like,1588167919,2238,578
Like,1588167197,1167,660
Like,1588165395,689,923
Comment,1588166945,764,301
Comment,1588167106,7190,482
Like,1588164644,465,459
Comment,1588164162,2957,144
Comment,1588164919,662,292
Comment,1588166626,704,196
Emoticon,1588166546,1440,36
Emoticon,1588165518,75,895
Like,1588167601,74,344
Like,1588167844,638,787
Emoticon,1588166089,660,508
Like,1588164856,696,619
Comment,1588164067,4160,959
Emoticon,1588165892,4160,201
Comment,1588164810,730,631
Comment,1588162146,688,677
Comment,1588164169,638,520
Like,1588165084,660,390
Comment,1588166187,647,281
Like,1588161284,674,198
Comment,1588165384,648,157
Emoticon,1588161104,723,702
Like,1588162229,711,472
Emoticon,1588163124,8642,724
Like,1588164647,2812,946
Like,1588164023,682,62
Comment,1588166727,75,761
Comment,1588165493,2753,273
Like,1588165539,643,739
Comment,1588164806,658,806
Emoticon,1588167055,647,78
Like,1588162737,697,776
Emoticon,1588164049,118,493
Comment,1588166093,3808,522
Comment,1588169283,8285,376
Emoticon,1588168398,653,841
Like,1588167321,684,611
Like,1588165501,7190,468
Comment,1588164214,7813,947
Emoticon,1588166843,3592,312
Like,1588164533,1500,92
Like,1588163625,639,162
Comment,1588161495,5313,383
Comment,1588162516,1509,657
Emoticon,1588164603,6071,975
Emoticon,1588163360,7604,553
Like,1588169810,5187,771
Comment,1588165758,640,346
Comment,1588162144,73,500
Comment,1588163339,714,205
Comment,1588165194,692,44
Comment,1588163457,4915,316
Emoticon,1588165592,708,208
Comment,1588166029,703,330
Emoticon,1588166697,732,516
Like,1588166804,725,843
Comment,1588166505,8729,631
Emoticon,1588166704,716,496
Like,1588167800,647,709
Emoticon,1588161256,7738,338
Like,1588165733,719,959
Comment,1588167041,2549,487
Comment,1588162409,698,156
Comment,1588162907,6525,505
Emoticon,1588165217,7816,507
Like,1588163583,7738,444
Like,1588164729,6890,186
Comment,1588163487,656,359
Comment,1588164901,2141,324
Emoticon,1588163211,705,632
Comment,1588163755,1887,724
Emoticon,1588163631,732,192
Comment,1588168557,66,405
Emoticon,1588165625,680,69
Emoticon,1588164857,643,288
Like,1588164290,2473,729
Comment,1588167581,287,282
Comment,1588166288,73,475
Emoticon,1588165256,17,473
Comment,1588163909,7190,22
Emoticon,1588165446,679,902
Emoticon,1588164913,4740,504
Like,1588163906,17,327
Comment,1588164963,415,523
Comment,1588163773,3808,514
Comment,1588165015,732,449
Like,1588164478,2466,506
Emoticon,1588164423,673,487
Emoticon,1588164096,4160,351
Emoticon,1588168061,711,558
Like,1588167623,4395,821
Emoticon,1588165178,689,285
Comment,1588166150,656,105
Emoticon,1588164225,693,181
Emoticon,1588168012,5521,798
Like,1588168774,764,447
Emoticon,1588163838,737,258
Like,1588169843,2395,743
Comment,1588164331,2096,681
Emoticon,1588165388,682,357
Comment,1588165134,657,723
Like,1588165839,66,30
Emoticon,1588165489,17,929
Emoticon,1588162697,660,141
Emoticon,1588161602,1946,129
Comment,1588164967,675,880
Emoticon,1588164342,728,572
Comment,1588165211,70,31
Emoticon,1588163456,696,790
Emoticon,1588167931,118,654
Like,1588164534,1167,388
Emoticon,1588163240,2930,631
Emoticon,1588164962,651,810
Emoticon,1588163161,5679,442
Emoticon,1588165452,5145,759
Emoticon,1588167897,708,675
Emoticon,1588164014,833,503
Comment,1588162829,689,368
Comment,1588166269,5679,57
Comment,1588167371,637,577
Emoticon,1588157755,5313,457
Like,1588163522,5164,20
Like,1588164919,681,166
Like,1588163120,4740,938
Comment,1588167451,701,94
Comment,1588167254,287,1000
Emoticon,1588166573,4273,251
Emoticon,1588165381,3402,191
Comment,1588165627,2812,439
Emoticon,1588168750,8729,133
Emoticon,1588167611,6011,639
Like,1588164618,1440,869
Comment,1588166442,9087,428
Like,1588165923,6525,311
Emoticon,1588165648,716,193
Emoticon,1588166415,649,527
Emoticon,1588162452,5187,534
Comment,1588164809,2395,824
Like,1588161761,1595,367
Emoticon,1588163454,7816,823
Emoticon,1588165610,2650,288
Comment,1588165658,652,408
Like,1588166750,706,107
Comment,1588164700,654,845
Emoticon,1588162078,8647,749
Emoticon,1588163331,8222,709
Like,1588166154,725,146
Comment,1588167129,720,52
Comment,1588165038,2650,184
Like,1588163704,646,248
Emoticon,1588167098,7677,387
Comment,1588165867,5249,112
Emoticon,1588169081,712,647
Comment,1588167590,2771,492
Like,1588169488,647,10
